1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
14.29692404,15.83485074,15.75667423,19.10974446,21.36217758,18.25736906,21.63765181,31.61748333,38.50218497,45.94502243,52.02182448,61.12917629,65.77215072,71.08889622,79.37068307,91.64262265,103.9198211,119.0474517,136.9439124,161.8578195,177.2161328,193.4891095,211.8680234,238.8003402,262.0165416,295.0284628,328.3812465,327.7180762,352.9909514,385.7573041,406.3792992,412.266143,423.5294457,468.804367,495.1462105,510.5147263,540.3769249,564.1504172,588.1244752,630.298386,674.8207384,728.1833488,769.4967668,808.4189721,910,956,1021,1064,1084,,
